scientificNameID,scientificName,scientificNameAuthorship,genericName,infragenericEpithet,specificEpithet,infraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B82:1:11,Ornithoctona laticornis (Macquart),(Macquart),Ornithoctona,,laticornis,,species,,B82:1,accepted,,,B82:1:10,Ornithoctona,,,,,Hippoboscidae,,Ornithoctona,,Hippoboscidae | Ornithoctona,Ornithoctona laticornis (Macquart),756JW,1639032,756JW,1639032
B82:1:12,Ornithomya,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Ornithomya,,Hippoboscidae,Ornithomya,69XY,1638350,69XY,1638350
B82:1:13,"Ornithomya biloba Dufour, 1827","Dufour, 1827",Ornithomya,,biloba,,species,,B82:1,accepted,,,B82:1:12,Ornithomya,,,,,Hippoboscidae,,Ornithomya,,Hippoboscidae | Ornithomya,"Ornithomya biloba Dufour, 1827",6SVZL,1638404,6SVZL,1638404
B82:1:14,"Ornithomya avicularia (Linnaeus, 1758)","(Linnaeus, 1758)",Ornithomya,,avicularia,,species,,B82:1,accepted,,,B82:1:12,Ornithomya,,,,,Hippoboscidae,,Ornithomya,,Hippoboscidae | Ornithomya,"Ornithomya avicularia (Linnaeus, 1758)",757ZM,1638360,757ZM,1638360
B82:1:15,"Ornithomya fringillina Curtis, 1836","Curtis, 1836",Ornithomya,,fringillina,,species,,B82:1,accepted,,,B82:1:12,Ornithomya,,,,,Hippoboscidae,,Ornithomya,,Hippoboscidae | Ornithomya,"Ornithomya fringillina Curtis, 1836",74VZK,1638390,74VZK,1638390
B82:1:16,"Ornithomya chloropus Bergroth, 1901","Bergroth, 1901",Ornithomya,,chloropus,,species,,B82:1,accepted,,,B82:1:12,Ornithomya,,,,,Hippoboscidae,,Ornithomya,,Hippoboscidae | Ornithomya,"Ornithomya chloropus Bergroth, 1901",757ZL,1638374,757ZL,1638374
B82:1:17,Pseudolynchia,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Pseudolynchia,,Hippoboscidae,Pseudolynchia,72HX,1639223,72HX,1639223
B82:1:18,Pseudolynchia canariensis (Bequaert),(Bequaert),Pseudolynchia,,canariensis,,species,,B82:1,accepted,,,B82:1:17,Pseudolynchia,,,,,Hippoboscidae,,Pseudolynchia,,Hippoboscidae | Pseudolynchia,Pseudolynchia canariensis (Bequaert),4P25G,1639231,4P25G,1639231
B82:1:19,Icosta,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Icosta,,Hippoboscidae,Icosta,87GJH,1639003,87GJH,1639003
B82:1:20,"Icosta ardeae (Macquart, 1835)","(Macquart, 1835)",Icosta,,ardeae,,species,,B82:1,accepted,,,B82:1:19,Icosta,,,,,Hippoboscidae,,Icosta,,Hippoboscidae | Icosta,"Icosta ardeae (Macquart, 1835)",,4516469,,5088612
B82:1:21,Olfersia,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Olfersia,,Hippoboscidae,Olfersia,67LH,1639013,67LH,1639013
B82:1:22,Olfersia fumipennis (Sahlberg),(Sahlberg),Olfersia,,fumipennis,,species,,B82:1,accepted,,,B82:1:21,Olfersia,,,,,Hippoboscidae,,Olfersia,,Hippoboscidae | Olfersia,Olfersia fumipennis (Sahlberg),494QW,5088701,494QW,5088701
B82:1:23,Stenepteryx,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Stenepteryx,,Hippoboscidae,Stenepteryx,89RJQ,8966456,89RJQ,8966456
B82:1:24,"Stenepteryx hirudinis (Linnaeus, 1758)","(Linnaeus, 1758)",Stenepteryx,,hirudinis,,species,,B82:1,accepted,,,B82:1:23,Stenepteryx,,,,,Hippoboscidae,,Stenepteryx,,Hippoboscidae | Stenepteryx,"Stenepteryx hirudinis (Linnaeus, 1758)",,6098835,,6098835
B82:1:25,Crataerina,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Crataerina,,Hippoboscidae,Crataerina,87GCL,1638278,87GCL,1638278
B82:1:26,"Crataerina pallida (Olivier in Latreille, 1812)","(Olivier in Latreille, 1812)",Crataerina,,pallida,,species,,B82:1,accepted,,,B82:1:25,Crataerina,,,,,Hippoboscidae,,Crataerina,,Hippoboscidae | Crataerina,"Crataerina pallida (Olivier in Latreille, 1812)",6BB8J,1638292,6BB8J,1638292
B82:1:27,Melophagus,,,,,,genus,,B82:1,accepted,,,B82:1:1,Hippoboscidae,,,,,Hippoboscidae,,Melophagus,,Hippoboscidae,Melophagus,9XC9T,1638982,9XC9T,1638982
B82:1:28,"Melophagus ovinus (Linnaeus, 1758)","(Linnaeus, 1758)",Melophagus,,ovinus,,species,,B82:1,accepted,,,B82:1:27,Melophagus,,,,,Hippoboscidae,,Melophagus,,Hippoboscidae | Melophagus,"Melophagus ovinus (Linnaeus, 1758)",3ZN23,1638988,3ZN23,1638988
