scientificNameID,scientificName,scientificNameAuthorship,genericName,intragenericEpithet,specificEpithet,intraspecificEpithet,taxonRank,taxonRemarks,collectionCode,taxonomicStatus,acceptedNameUsageID,acceptedNameUsage,parentNameUsageID,parentNameUsage,kingdom,phylum,class,order,family,subfamily,genus,subgenus,higherClassification,verbatimIdentification,colTaxonID,gbifTaxonID,colAcceptedTaxonID,gbifAcceptedTaxonID
B892:1:14,Leopoldius brevirostris,,Leopoldius,,brevirostris,,species,,B892:1,accepted,,,B892:1:13,Leopoldius,,,,,,,Leopoldius,,Leopoldius,Leopoldius brevirostris,6P8NF,5076685,6P8NF,5076685
B892:1:15,Leopoldius calceatus,,Leopoldius,,calceatus,,species,,B892:1,accepted,,,B892:1:13,Leopoldius,,,,,,,Leopoldius,,Leopoldius,Leopoldius calceatus,3T7B3,5076683,3T7B3,5076683
B892:1:16,Leopoldius coronatus,,Leopoldius,,coronatus,,species,,B892:1,accepted,,,B892:1:13,Leopoldius,,,,,,,Leopoldius,,Leopoldius,Leopoldius coronatus,3T7B4,5076690,3T7B4,5076690
B892:1:17,Leopoldius signatus,,Leopoldius,,signatus,,species,,B892:1,accepted,,,B892:1:13,Leopoldius,,,,,,,Leopoldius,,Leopoldius,Leopoldius signatus,6P8NG,5076679,6P8NG,5076679
B892:1:18,Leopoldius valvatus,,Leopoldius,,valvatus,,species,,B892:1,accepted,,,B892:1:13,Leopoldius,,,,,,,Leopoldius,,Leopoldius,Leopoldius valvatus,3T7BB,5076688,3T7BB,5076688
B892:1:19,Melanosoma,,,,,,genus,,B892:1,accepted,,,,,,,,,,,Melanosoma,,,Melanosoma,5NK2,1568741,5NK2,1568741
B892:1:20,Melanosoma bicolor,,Melanosoma,,bicolor,,species,,B892:1,accepted,,,B892:1:19,Melanosoma,,,,,,,Melanosoma,,Melanosoma,Melanosoma bicolor,6R974,5076917,6R974,5076917
B892:1:21,Myopa,,,,,,genus,,B892:1,accepted,,,,,,,,,,,Myopa,,,Myopa,63CSK,1568357,63CSK,1568357
B892:1:22,Myopa buccata,,Myopa,,buccata,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa buccata,454ZY,1568432,454ZY,1568432
B892:1:23,Myopa dorsalis,,Myopa,,dorsalis,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa dorsalis,7442P,1568413,7442P,1568413
B892:1:24,Myopa fasciata,,Myopa,,fasciata,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa fasciata,4552J,1568404,4552J,1568404
B892:1:25,Myopa hirsuta,,Myopa,,hirsuta,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa hirsuta,4552X,1568452,4552X,1568452
B892:1:26,Myopa morio,,Myopa,,morio,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa morio,4553G,1568365,4553G,1568365
B892:1:27,Myopa occulta,,Myopa,,occulta,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa occulta,9HBVH,1568371,9HBVH,1568371
B892:1:28,Myopa pellucida,,Myopa,,pellucida,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa pellucida,4553X,1568397,4552H,1568395
B892:1:29,Myopa picta,,Myopa,,picta,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa picta,4553Z,1568425,4553Z,1568425
B892:1:30,Myopa polystigma,,Myopa,,polystigma,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa polystigma,45546,1568411,45546,1568411
B892:1:31,Myopa tessellatipennis,,Myopa,,tessellatipennis,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa tessellatipennis,4554K,1568451,4554K,1568451
B892:1:32,Myopa testacea,,Myopa,,testacea,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa testacea,4554L,1568398,4554L,1568398
B892:1:33,Myopa variegata,,Myopa,,variegata,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa variegata,4554S,1568367,4554S,1568367
B892:1:34,Myopa vicaria,,Myopa,,vicaria,,species,,B892:1,accepted,,,B892:1:21,Myopa,,,,,,,Myopa,,Myopa,Myopa vicaria,4554V,1568419,4554V,1568419
B892:1:35,Physocephala,,,,,,genus,,B892:1,accepted,,,,,,,,,,,Physocephala,,,Physocephala,9H73Q,1568868,9H73Q,1568868
B892:1:36,Physocephala chrysorrhoea,,Physocephala,,chrysorrhoea,,species,,B892:1,accepted,,,B892:1:35,Physocephala,,,,,,,Physocephala,,Physocephala,Physocephala chrysorrhoea,9HCB4,1569093,9HCB4,1569093
B892:1:37,Physocephala nigra,,Physocephala,,nigra,,species,,B892:1,accepted,,,B892:1:35,Physocephala,,,,,,,Physocephala,,Physocephala,Physocephala nigra,9HCCS,1568956,9HCCS,1568956
B892:1:38,Physocephala rufipes,,Physocephala,,rufipes,,species,,B892:1,accepted,,,B892:1:35,Physocephala,,,,,,,Physocephala,,Physocephala,Physocephala rufipes,9HCDQ,1568963,9HCDQ,1568963
B892:1:39,Physocephala vittata,,Physocephala,,vittata,,species,,B892:1,accepted,,,B892:1:35,Physocephala,,,,,,,Physocephala,,Physocephala,Physocephala vittata,9HCFS,1569046,9HCFS,1569046
B892:1:40,Sicus,,,,,,genus,,B892:1,accepted,,,,,,,,,,,Sicus,,,Sicus,7GMX,11250884,7GMX,11250884
B892:1:41,Sicus ferrugineus,,Sicus,,ferrugineus,,species,,B892:1,accepted,,,B892:1:40,Sicus,,,,,,,Sicus,,Sicus,Sicus ferrugineus,4X78G,8078708,4X78G,8078708
B892:1:42,Sicus fusenensis,,Sicus,,fusenensis,,species,,B892:1,accepted,,,B892:1:40,Sicus,,,,,,,Sicus,,Sicus,Sicus fusenensis,4X78H,5077023,4X78H,5077023
B892:1:43,Thecophora,,,,,,genus,,B892:1,accepted,,,,,,,,,,,Thecophora,,,Thecophora,922JD,1569346,92M24,1569346
B892:1:44,Thecophora atra-group,,Thecophora,,,,group,,B892:1,accepted,,,B892:1:43,Thecophora,,,,,,,Thecophora,,Thecophora,Thecophora atra,,,,
B892:1:45,Thecophora distincta-group,,Thecophora,,,,group,,B892:1,accepted,,,B892:1:43,Thecophora,,,,,,,Thecophora,,Thecophora,Thecophora distincta,,,,
B892:1:46,Zodion,,,,,,genus,,B892:1,accepted,,,,,,,,,,,Zodion,,,Zodion,9WLLC,1568754,9WLLC,1568754
B892:1:47,Zodion cinereum,,Zodion,,cinereum,,species,,B892:1,accepted,,,B892:1:46,Zodion,,,,,,,Zodion,,Zodion,Zodion cinereum,9HDD2,1568846,9HDD2,1568846
B892:1:48,Zodion kroeberi,,Zodion,,kroeberi,,species,,B892:1,accepted,,,B892:1:46,Zodion,,,,,,,Zodion,,Zodion,Zodion kroeberi,,1568853,,1568853
